h_func,experiment_index,n_samples,n_classes,ERT_L1_ECE_BetterCatBoost,ERT_L1_ECE_Binning_Classic,ERT_L1_ECE_CheapBetterLGBMClassifier,ERT_L1_ECE_InitLogitCatboostClassifier,ERT_L1_ECE_InitLogitLGBMClassifier,ERT_L1_ECE_IsotonicPredictor,ERT_L1_ECE_NadarayaWatson,ERT_L1_ECE_PartitionWise,ERT_L1_ECE_RF,ERT_L1_ECE_SMSPredictor,ERT_L1_ECE_TRUE,ERT_L1_ECE_TSPredictor,ERT_L1_ECE_TabPFN,ERT_L1_ECE_XT,ERT_L1_ECE_overfitted_IsotonicPredictor,ERT_L1_ECE_overfitted_PartitionWise,ERT_L1_ECE_overfitted_SMSPredictor,ERT_L1_ECE_overfitted_TSPredictor,ERT_L1_ECE_tabICLv2,ERT_generalized_norm_score_2_BetterCatBoost,ERT_generalized_norm_score_2_Binning_Classic,ERT_generalized_norm_score_2_CheapBetterLGBMClassifier,ERT_generalized_norm_score_2_InitLogitCatboostClassifier,ERT_generalized_norm_score_2_InitLogitLGBMClassifier,ERT_generalized_norm_score_2_IsotonicPredictor,ERT_generalized_norm_score_2_NadarayaWatson,ERT_generalized_norm_score_2_PartitionWise,ERT_generalized_norm_score_2_RF,ERT_generalized_norm_score_2_SMSPredictor,ERT_generalized_norm_score_2_TRUE,ERT_generalized_norm_score_2_TSPredictor,ERT_generalized_norm_score_2_TabPFN,ERT_generalized_norm_score_2_XT,ERT_generalized_norm_score_2_overfitted_IsotonicPredictor,ERT_generalized_norm_score_2_overfitted_PartitionWise,ERT_generalized_norm_score_2_overfitted_SMSPredictor,ERT_generalized_norm_score_2_overfitted_TSPredictor,ERT_generalized_norm_score_2_tabICLv2,time_BetterCatBoost,time_CheapBetterLGBMClassifier,time_InitLogitCatboostClassifier,time_InitLogitLGBMClassifier,time_IsotonicPredictor,time_NadarayaWatson,time_PartitionWise,time_RF,time_SMSPredictor,time_TSPredictor,time_TabPFN,time_XT,time_overfitted_IsotonicPredictor,time_overfitted_PartitionWise,time_overfitted_SMSPredictor,time_overfitted_TSPredictor,time_tabICLv2
harmonic_distortion_mc,0.0,200.0,3.0,0.1126446515763386,0.3028906006665183,0.0709251244945431,0.0739817664765411,-0.063074766235823,0.1173083978347916,0.1009173139609715,0.0505174321845823,0.0906429740306175,-0.072254934724335,0.1603492228643094,-0.1620214707545019,0.0355111994283127,0.1639631064086982,0.3409510829907656,0.2344669204357787,0.1561018465293165,0.0715169226854719,0.0567068140261219,0.0748595356615644,0.1977706836259558,0.0508461200345688,0.0523094931917353,-0.038194690457749,0.0727084281044117,0.0780759339194091,0.0372859090201968,0.0671353708978312,-0.0502702266137155,0.1075047725607918,-0.0980719403101127,0.0279287272941571,0.0998449228375616,0.2235541162852221,0.1474289836750709,0.0684536747850107,0.0428037950486261,0.020612162166031,6.1631739139556885,2.391630411148072,1.905288457870484,1.4102778434753418,0.0195889472961425,0.0090970993041992,0.0426483154296875,5.174914836883545,0.1091046333312988,0.0129015445709228,3.813247680664064,3.8772132396698,0.0037007331848144,0.0050690174102783,0.0275094509124755,0.002725601196289,3.191390991210937
harmonic_distortion_mc,0.0,264.0,3.0,0.1774096390246515,0.2979455984550449,0.1362565532714062,0.1364938443513366,0.128576894893103,0.091744883626501,0.1116265529437807,0.0447395024600424,0.0801265398411577,0.135319608262459,0.1603492228643094,0.1916108157346775,0.1472692129164974,0.0262135554431411,0.295781364525858,0.317071798777257,0.2391387952597904,0.1917520419760731,0.0989323036227929,0.1059362459458092,0.1928060794150156,0.092977342419686,0.0868141970243511,0.0684703410883467,0.0656219054937844,0.0648865400455243,0.0260880980549853,0.0467268429838065,0.0795506267802618,0.1075047725607918,0.1170404227299148,0.0764761404235465,0.0114274416025951,0.2048021879648218,0.2168131923573236,0.1464345088210004,0.1171629106544068,0.0507801083545417,5.365887641906738,2.005174160003662,1.968225717544556,1.4245877265930176,0.0195918083190917,0.0093801021575927,0.0433793067932128,5.268106937408447,0.1235475540161132,0.0137271881103515,3.837888717651367,3.952113389968872,0.0038118362426757,0.0048322677612304,0.0226404666900634,0.002913475036621,2.9734795093536377
harmonic_distortion_mc,0.0,350.0,3.0,0.0639493683972044,0.2050185845726058,0.1094823088613432,0.1196840845872953,0.1241225584209698,0.1630312747861917,0.053631940230016,0.0145479904294251,0.0311326179391267,0.1010213509484881,0.1603492228643094,0.1561793210608266,0.0135348028835155,-0.0122113468658531,0.2720658084778288,0.1835223119543495,0.1086084106621899,0.1561793210608266,0.0334530275034456,0.0366356324851994,0.1333284188454735,0.0736194465767254,0.0855117669881489,0.0832346834979204,0.1082248052835259,0.0407314263165786,0.0095298191147017,0.0324769795973939,0.0673025161304672,0.1075047725607918,0.1017960737003868,0.015236580090685,0.0011154744128359,0.1822775774489855,0.112057941200665,0.0681997033227842,0.1021172740547095,0.0117667914177112,6.857372045516968,2.2004127502441406,2.0183823108673096,1.4150571823120115,0.0198702812194824,0.0097947120666503,0.0457184314727783,5.413190126419067,0.1175374984741211,0.0146079063415527,3.860579490661621,3.988947629928589,0.0038650035858154,0.0054645538330078,0.0233047008514404,0.0031917095184326,3.0257568359375
harmonic_distortion_mc,0.0,462.0,3.0,0.1186134032226069,0.2255707276125119,0.0960610423422317,0.0967736444508798,0.1053658008027923,0.1242771906996782,0.1095890469303334,0.0300997963787698,0.1090702464359659,0.1203172587931174,0.1603492228643094,0.1418935508382719,0.1168260163042351,0.0895387043586227,0.2666179707150248,0.1882674089521991,0.1491170986577978,0.1419490623600623,0.1322305199466101,0.0730849124159162,0.1479916949182256,0.0611501141505103,0.0732439331882428,0.0748501742992648,0.0763623428850059,0.0750349442033939,0.0352925976871894,0.0749317516332647,0.0866802062301317,0.1075047725607918,0.0927229206668788,0.0740525223279591,0.0696975201767445,0.1805627314870199,0.1169874154632675,0.0999742697891598,0.0926253736391587,0.0814446994139589,7.669747829437256,2.048720359802246,2.063649654388428,1.4437618255615234,0.0201818943023681,0.0099930763244628,0.0471353530883789,5.352398157119751,0.1415796279907226,0.0159947872161865,3.905092000961304,4.025316953659058,0.0039687156677246,0.0057587623596191,0.0261776447296142,0.003570556640625,3.147275447845459
harmonic_distortion_mc,0.0,612.0,3.0,0.1193211697388542,0.1750709246500255,0.1004027475723835,0.0980186592236831,0.1033036119801712,0.0738773615655236,0.1151024717818351,0.0295623149581621,0.0854089180249171,0.1175084048173215,0.1603492228643094,0.1389288567466961,0.0974831046024445,0.0654455800212047,0.2255296982007048,0.0771867971879031,0.1487333631451729,0.1406331719007284,0.054972544797543,0.0701946382758004,0.1105762813318314,0.0605310513670968,0.0635696956470261,0.0676238795114649,0.054818916282371,0.0650854575644751,0.0212579071399516,0.0598787467274239,0.0728009503947781,0.1075047725607918,0.0899875406873977,0.0535456846501463,0.0441985938720228,0.1507122228385503,0.0516452391591073,0.0920428133835995,0.0899480501548528,0.0301956748722268,7.571044683456421,2.0497145652771,2.0546517372131348,1.4349253177642822,0.0206606388092041,0.0110173225402832,0.0468342304229736,5.338721036911011,0.1047685146331787,0.0177595615386962,3.948174953460693,4.047062397003174,0.0041162967681884,0.0055651664733886,0.021860122680664,0.0040409564971923,3.81822681427002
harmonic_distortion_mc,0.0,809.0,3.0,0.115284005374443,0.184205317993961,0.1066366336928977,0.1000020148621484,0.1053593420509926,0.0812739480119113,0.1324499249778311,0.1027278520760547,0.0656134793412618,0.0810823299007592,0.1603492228643094,0.1355174004765088,0.0831515619594515,0.0408638738285749,0.2321140006239704,0.0827093061453584,0.1158179810533178,0.1316418435493971,0.0630396994764915,0.0764040491510546,0.1192990318780908,0.0689233304750689,0.0682796457160075,0.0688402270915772,0.0613380517411091,0.0727586381259714,0.0705791562942811,0.040362862959467,0.0526143465723149,0.1075047725607918,0.0808611644343361,0.0592260334307298,0.0327907287435397,0.1516672465739366,0.0608920474507749,0.0768306050075355,0.0809048037991068,0.0445988952574097,6.937299489974976,2.2056725025177,2.050330877304077,1.4717817306518557,0.0211942195892334,0.0123348236083984,0.0495197772979736,5.999780893325806,0.116312026977539,0.0200002193450927,3.984265327453613,4.439788103103638,0.0042388439178466,0.0057885646820068,0.0280432701110839,0.0046699047088623,3.3947203159332275
harmonic_distortion_mc,0.0,1069.0,3.0,0.0775690190311722,0.1729135018663605,0.0875640373874756,0.1000301954823256,0.0989544214668232,0.1190570182370729,0.091447856348339,0.047238189760242,0.0643969225795147,0.0476848285782447,0.1603492228643094,0.1174155240156311,0.0755647968535914,0.0596664840335671,0.225830203821573,0.0970757151913683,0.0963380620701316,0.1155131301729341,-0.0243830902929703,0.0517908267038312,0.1133827238743332,0.0623647938675796,0.0695748655408778,0.0661340334863822,0.0803064830442481,0.0614132416089671,0.035350162193895,0.0420444989887716,0.031544395542193,0.1075047725607918,0.0748351272352319,0.0482781750853064,0.0419549174704746,0.1509633575707992,0.0628551498649201,0.0626240796918814,0.0747656831826371,-0.0073963635955279,8.1448073387146,2.4859631061553955,2.0551555156707764,1.5192666053771973,0.0217816829681396,0.0162165164947509,0.0517895221710205,5.751967430114746,0.1253859996795654,0.0230104923248291,4.050968647003174,4.316031455993652,0.0044810771942138,0.0078120231628417,0.0276052951812744,0.0055365562438964,4.065697908401489
harmonic_distortion_mc,0.0,1414.0,3.0,0.1003168444651574,0.1701368800656711,0.1043006301089622,0.0879102451435138,0.1177040730189321,0.1009177894366742,0.1069166127931453,0.0890780990073459,0.0471376936332076,0.0985672361229451,0.1603492228643094,0.1215052238006936,0.0931875327612398,0.0523129505273074,0.1958242684269862,0.0993875493636768,0.1097536055438421,0.1231814025217693,0.0827456154889391,0.0712004422336895,0.1122854796997075,0.0676806807877844,0.0612213515923635,0.0763825191106896,0.0716907340626796,0.0721681328810769,0.0592838358478076,0.0290535080738659,0.0638058324629542,0.1075047725607918,0.0719150074795964,0.0638087594390645,0.0315460821956117,0.1312369744778937,0.0646725304462036,0.0681220031090797,0.0719385234234238,0.0550565511294222,7.21452260017395,2.7690646648406982,2.122049331665039,1.5470387935638428,0.022693395614624,0.0206294059753417,0.0561211109161376,4.908694982528687,0.1212861537933349,0.0275731086730957,4.344638347625732,4.050325393676758,0.0048012733459472,0.0076856613159179,0.0317111015319824,0.0065603256225585,3.3118317127227783
harmonic_distortion_mc,0.0,1870.0,3.0,0.1021889412582878,0.1191523634616709,0.0728624363734063,0.0894731826900467,0.0910962923436581,0.1095565542714196,0.0977835772161663,0.0695504173825506,0.0127586848979711,0.0717610641025855,0.1603492228643094,0.0941613894695152,0.0353352643869717,-0.0181619013569273,0.2034514441838831,0.0374468596938229,0.0918506173771414,0.0936287261899734,0.0448337741451045,0.0663687546321598,0.0768117856777753,0.0484584642799169,0.0613504127621739,0.0576891661083336,0.0726304059217356,0.0554443412183191,0.0438806784854305,0.0109898326547154,0.0450749735159072,0.1075047725607918,0.0595865597614152,0.0256306214405137,-0.0094959788191148,0.1314568834816126,0.0336255470381693,0.0586512344250802,0.0595104377612202,0.0286763716350125,7.652819156646728,3.201430559158325,2.157538652420044,1.5816352367401123,0.0245070457458496,0.0290343761444091,0.0598208904266357,3.364465713500977,0.1617844104766845,0.0322377681732177,4.368483543395996,3.004131555557251,0.0053565502166748,0.0091011524200439,0.0269594192504882,0.0079615116119384,3.602684259414673
harmonic_distortion_mc,0.0,2473.0,3.0,0.1271340086196208,0.1273933328126994,0.1194678837593966,0.1414410439845848,0.1398694180404014,0.1254575583453362,0.1266922085078854,0.107966405399275,0.0538680978793551,0.073463020903814,0.1603492228643094,0.1286817250039084,0.1172817472260007,0.0236015518919412,0.2040758561689133,0.0765536510351317,0.0931544058292195,0.1295868020628415,0.0980630261434972,0.0853845027083765,0.0816887286151692,0.0820038526843414,0.0912211472244525,0.093658462668648,0.0883589646730904,0.0854356106308688,0.0712488593675388,0.0389473633960062,0.048873679989325,0.1075047725607918,0.0779317752362924,0.0777271555141172,0.0178314007560169,0.1392471559294987,0.0502881781367167,0.0639293562501754,0.0778422063264826,0.0698988532394145,8.446102857589722,3.930529117584229,2.200870513916016,1.6471621990203855,0.025118350982666,0.0427486896514892,0.0691840648651123,3.2398595809936523,0.1576626300811767,0.0389835834503173,5.175197601318359,2.551547050476074,0.0057146549224853,0.0098152160644531,0.0301687717437744,0.0098297595977783,4.15201210975647
