h_func,experiment_index,n_samples,n_classes,ERT_L1_ECE_BetterCatBoost,ERT_L1_ECE_Binning_Classic,ERT_L1_ECE_CheapBetterLGBMClassifier,ERT_L1_ECE_InitLogitCatboostClassifier,ERT_L1_ECE_InitLogitLGBMClassifier,ERT_L1_ECE_IsotonicPredictor,ERT_L1_ECE_NadarayaWatson,ERT_L1_ECE_PartitionWise,ERT_L1_ECE_RF,ERT_L1_ECE_TRUE,ERT_L1_ECE_TSPredictor,ERT_L1_ECE_TabPFN,ERT_L1_ECE_XT,ERT_L1_ECE_overfitted_IsotonicPredictor,ERT_L1_ECE_overfitted_PartitionWise,ERT_L1_ECE_overfitted_TSPredictor,ERT_L1_ECE_tabICLv2,time_BetterCatBoost,time_CheapBetterLGBMClassifier,time_InitLogitCatboostClassifier,time_InitLogitLGBMClassifier,time_IsotonicPredictor,time_NadarayaWatson,time_PartitionWise,time_RF,time_TSPredictor,time_TabPFN,time_XT,time_overfitted_IsotonicPredictor,time_overfitted_PartitionWise,time_overfitted_TSPredictor,time_tabICLv2
almost_perfectly_calibrated_binary,0.0,200.0,bin,-0.0070287138199551,0.0558881016009347,0.0113362759522501,0.0153099677355378,0.0021336748646935,-0.0339972757543337,0.0137816788282917,-0.0403497108734483,0.0229041657385395,0.0187870069671085,-0.0226354355427257,-0.0057775815186353,0.0463454834987315,0.0774085181661259,0.0559076834684714,-0.0098370566479145,0.0001307201770528,6.271581172943115,1.9797444343566888,2.395047664642334,1.6535556316375732,0.0111699104309082,0.0064918994903564,0.0154650211334228,1.907790184020996,0.0117847919464111,4.1422741413116455,1.5007381439208984,0.0020112991333007,0.0033905506134033,0.0023910999298095,3.052294969558716
almost_perfectly_calibrated_binary,0.0,264.0,bin,-0.0519084798931063,0.0646990349657304,0.0046409535547078,-0.034057254737604,0.0159588952646925,-0.013742245022453,-0.0165343455532634,-0.0356120313410056,-0.0118145389907751,0.0187870069671085,-0.0059245800341778,-0.0154707005002581,-0.0069483933016159,0.0834643465671547,0.079265666429763,0.0429647701636272,-0.0033551392850943,5.142235994338989,2.109018325805664,2.390817165374756,1.6762475967407229,0.0110487937927246,0.0066745281219482,0.0157885551452636,1.9519355297088623,0.0125689506530761,4.222976922988892,1.4563474655151367,0.0020360946655273,0.0033426284790039,0.0025646686553955,3.0257508754730225
almost_perfectly_calibrated_binary,0.0,350.0,bin,0.0211337386229,0.0646513552730926,0.0229738152816262,0.0093395063365016,-0.0334699604692209,0.008758425146031,0.0412474896268872,-0.0048081359918134,0.0378204699775933,0.0187870069671085,0.0166433689188617,0.0273894365237545,0.0242030703099497,0.0832057740302991,0.0667767282167933,0.0166433689188617,0.0210538499563883,5.755413770675659,2.0400149822235107,2.33937931060791,1.6828117370605469,0.011026382446289,0.0073699951171875,0.0162489414215087,1.9439818859100344,0.0138106346130371,4.180614471435547,1.5422124862670898,0.0024924278259277,0.003645896911621,0.0028848648071289,3.049260139465332
almost_perfectly_calibrated_binary,0.0,462.0,bin,-0.0212778888828924,0.0355930015907254,-0.0131262512779985,-0.0033496816836256,0.0064220676497994,-0.0117954154046252,-0.0103611602241196,-0.0418753598511806,-0.0330586256544334,0.0187870069671085,-0.0032188207777719,-0.0118730572488085,-0.0254949417503262,0.0764638006838236,0.025106211947127,-0.0035485645679126,-0.0204234492871615,5.365964412689209,2.108487606048584,2.276773929595948,1.7038588523864746,0.0108273029327392,0.0080707073211669,0.0176119804382324,1.8994648456573489,0.0141966342926025,4.450553178787232,1.4526405334472656,0.0020174980163574,0.0035197734832763,0.0030734539031982,3.054596424102783
almost_perfectly_calibrated_binary,0.0,612.0,bin,0.0509085242721497,0.0469383893712267,0.0478339167171236,0.0402819898609822,0.0102045601695082,0.0324309812770146,0.0257538752752808,0.0460285768112236,-0.0062227219631408,0.0187870069671085,0.0137630562130143,0.045800930458155,-0.0202922855390559,0.0726995603655348,0.041943567288959,0.0137888812215205,0.0380376766106509,6.760769605636597,1.8709657192230225,2.316491842269897,1.7802302837371826,0.0114016532897949,0.0095376968383789,0.0175275802612304,2.104499578475952,0.0159428119659423,4.283452749252319,1.5582952499389648,0.0020499229431152,0.0035345554351806,0.0035185813903808,3.068895101547241
almost_perfectly_calibrated_binary,0.0,809.0,bin,-0.0101358797287829,0.0282915435676063,-0.0015419756034214,-0.0148507589746471,-0.0124263476172675,-0.0193804650416758,-0.0151107559655315,0.0004239666097645,-0.037296616086801,0.0187870069671085,-0.0299344371503238,-0.0080016922259134,-0.0300571754062106,0.0653155116163958,0.0318499870601289,-0.0007045616279301,-0.0165067829322561,6.449253559112549,1.978387355804444,2.25435209274292,1.654508352279663,0.0116543769836425,0.0117766857147216,0.0179989337921142,2.2328312397003174,0.0189027786254882,4.356133222579956,1.652395486831665,0.0021383762359619,0.0039143562316894,0.004190444946289,3.138266324996948
almost_perfectly_calibrated_binary,0.0,1069.0,bin,-0.0034016535770435,0.0361303024352608,-0.0186269176368898,-0.009679436971542,-0.0330108241301326,-0.0108523879110934,-0.0189604441605749,-0.0180999167128162,-0.0052609197910821,0.0187870069671085,0.0045005258538515,-0.0233793942419486,0.0002100748971043,0.0494091463416789,0.0245542360681362,0.00607251145051,-0.0238379036476177,6.360054016113281,1.9460701942443848,2.378542900085449,1.6972956657409668,0.0115189552307128,0.0159230232238769,0.0197570323944091,2.185495615005493,0.0215234756469726,4.461539506912232,1.6511473655700684,0.0021638870239257,0.0042128562927246,0.0049250125885009,3.251572132110596
almost_perfectly_calibrated_binary,0.0,1414.0,bin,-0.0176343781255018,0.0271362337580157,-0.0143656604109765,-0.0127070873825767,-0.0110663805938527,-0.024640648429798,-0.0106719321147921,-0.0176191778190619,-0.0084197139737696,0.0187870069671085,-0.0065270268455672,0.0079190113047615,-0.0093477682827403,0.0516229672984079,0.0307537755698932,0.0001067450825383,-0.0095168760099021,5.473674535751343,2.0631914138793945,2.2374072074890137,1.6258559226989746,0.0120697021484375,0.0226502418518066,0.0208668708801269,2.28124475479126,0.0255370140075683,4.5384521484375,1.6934008598327637,0.0022580623626708,0.0042872428894042,0.0058541297912597,3.2111501693725586
almost_perfectly_calibrated_binary,0.0,1870.0,bin,0.0045037151136412,0.0243394007359878,-0.0035941429787202,-0.0091530930362424,0.0038338830405306,-0.0113511912654102,-0.0038000318672659,0.0103867319990939,0.0004668953747994,0.0187870069671085,-0.0076852705361746,-0.0027062527217451,-6.866266102270313e-05,0.0443792505130278,0.0241568358249028,0.0108033274701901,-0.0041533769055968,4.960138320922852,2.165844440460205,2.292097806930542,1.6847176551818848,0.0121192932128906,0.0344555377960205,0.0210013389587402,2.3318564891815186,0.0308976173400878,4.695125102996826,1.7346532344818115,0.0023348331451416,0.0046937465667724,0.0072534084320068,3.496054649353028
almost_perfectly_calibrated_binary,0.0,2473.0,bin,-0.0018224361370177,0.0222917107182427,-0.0016837918532071,0.0017255889665455,-0.0066094437556937,-0.0060890031066306,-0.0032504150655718,-0.0067910321390685,-0.0148572499195068,0.0187870069671085,0.0035785637178143,0.0093091433875037,-0.0115568147026336,0.039596716496515,0.0138679600839412,0.0035836791278663,-0.0001110589728869,5.210388898849487,2.4411349296569824,2.37429141998291,1.757373571395874,0.0125625133514404,0.0557882785797119,0.0221421718597412,2.45355224609375,0.0381004810333251,5.030095100402832,1.744743585586548,0.0024669170379638,0.0047497749328613,0.0090138912200927,3.330376625061035
